index,channel0,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,channel9,channel10,channel11,channel12,channel13,channel14,channel15
1339,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
1340,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0
1341,0,0,1,0,1,0,0,1,0,1,1,0,1,0,1,0
1342,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
1343,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1
1344,0,0,1,0,1,0,0,1,1,1,1,1,1,0,1,1
1345,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
1346,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0
1347,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1
1348,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,0
1349,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0
1350,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0
1351,0,0,1,1,1,0,0,0,1,0,1,0,1,1,1,1
1352,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1
1353,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
1354,0,0,1,0,1,0,0,1,1,0,0,0,1,0,1,1
1355,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1
1356,0,0,1,0,1,0,0,1,0,1,0,1,1,0,1,1
1357,1,0,1,1,1,0,0,0,1,1,0,1,0,0,1,1
1358,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
1359,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
1360,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
1361,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0
1362,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0,0
1363,0,0,1,1,1,0,0,1,1,1,0,1,1,0,1,0
1364,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
1365,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
1366,0,0,0,1,1,0,0,1,1,1,1,0,0,0,0,0
1367,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1
1368,0,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1
1369,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1
1370,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1
1371,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1
1372,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0
1373,0,0,1,1,1,0,0,0,1,0,1,0,0,0,1,0
1374,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1
1375,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0
1376,0,0,0,0,1,0,0,1,1,0,1,1,1,1,1,1
1377,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1
1378,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0
1379,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1
1380,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
1381,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1
1382,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1
1383,0,0,1,0,1,0,0,0,0,1,1,1,0,1,1,1
1384,0,0,0,0,1,0,0,1,1,1,0,0,0,1,1,0
1385,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,0
1386,0,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1
1387,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0
1388,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0
1389,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1
1390,0,0,0,0,1,1,0,0,1,1,0,0,1,1,1,1
1391,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0
1392,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1
1393,0,0,0,0,1,0,0,1,1,1,1,0,0,1,1,1
1394,0,0,0,0,1,0,0,0,0,1,0,1,1,0,1,0
1395,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
1396,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1
1397,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1
1398,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1
1399,0,0,1,0,1,0,0,0,1,1,0,0,1,1,1,0
1400,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0
1401,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0
1402,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1403,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0
1404,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1
1405,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1
1406,0,0,1,0,1,0,0,0,1,0,0,1,1,0,1,1
1407,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
1408,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
1409,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1
1410,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1
1411,0,0,0,1,0,0,0,0,1,1,1,1,1,0,1,1
1412,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1
1413,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1414,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1
1415,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1
1416,0,0,0,0,1,0,0,1,1,1,0,1,0,0,0,1
1417,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1
1418,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1
1419,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
1420,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1
1421,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
1422,0,0,1,0,1,0,0,0,1,1,1,0,0,0,0,1
1423,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,1
1424,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,0
1425,0,0,0,1,0,1,0,0,1,1,1,0,0,1,1,1
1426,0,0,0,1,1,0,0,1,1,0,0,0,1,0,1,1
1427,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1
1428,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0
1429,0,0,1,0,1,0,0,1,1,1,0,0,1,1,0,1
1430,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1
1431,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1,0
1432,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,1
1433,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1
1434,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,1
1435,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0
1436,0,0,0,1,1,0,0,1,1,1,0,0,1,1,1,1
1437,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1
1438,0,0,0,1,1,0,0,0,1,0,1,1,0,0,1,0
1439,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0
1440,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1
1441,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
1442,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,1
1443,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,1
1444,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1
1445,0,0,0,1,1,0,0,0,0,1,1,1,0,1,1,1
1446,0,0,0,1,0,0,0,1,1,1,1,0,1,0,0,1
1447,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1
1448,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
1449,0,0,1,0,1,0,0,1,1,1,0,0,1,0,0,0
1450,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1
1451,0,0,0,0,1,0,0,0,1,1,1,1,1,0,0,1
1452,0,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1
1453,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1
1454,0,0,1,0,1,0,0,0,1,1,1,0,1,0,1,1
1455,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0
1456,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1
1457,0,0,0,0,0,0,0,0,1,1,1,1,0,1,1,0
1458,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1
1459,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1
1460,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
1461,0,0,1,0,1,1,0,0,1,1,1,0,1,1,1,1
1462,0,0,0,0,1,0,0,1,1,1,0,1,1,0,1,0
1463,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,1
1464,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
1465,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1
1466,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1
1467,0,0,0,1,1,0,0,1,1,0,1,0,0,0,1,1
1468,0,0,0,0,1,0,0,1,1,1,1,0,1,1,1,1
1469,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0
1470,0,0,0,0,0,1,0,1,1,1,1,1,0,0,1,1
1471,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1
1472,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0
1473,0,0,1,0,1,1,0,0,1,1,1,0,0,1,1,0
1474,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1
1475,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1
1476,0,0,0,1,1,1,0,0,1,1,1,0,1,0,1,1
1477,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,0
1478,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
1479,0,0,1,1,1,0,0,0,1,1,1,1,1,0,1,1
1480,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0,1
1481,0,0,1,0,0,0,0,1,1,1,0,1,1,0,1,1
1482,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
1483,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,1
1484,0,0,0,0,1,0,0,1,1,1,1,0,0,0,1,1
1485,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1486,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1
1487,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
1488,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1
1489,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
1490,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1
1491,0,0,1,0,1,0,0,1,1,1,1,0,0,0,1,0
1492,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0
1493,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,1
1494,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,1
1495,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
1496,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,1
1497,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,1
1498,0,0,1,1,1,0,0,1,1,1,0,0,0,0,1,1
1499,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
1500,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0
1501,0,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1
1502,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1
1503,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,1
1504,0,0,0,1,1,0,0,0,1,1,1,1,1,0,1,0
1505,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
1506,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,1
1507,0,0,0,1,1,0,0,0,1,1,0,1,1,1,0,1
1508,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
1509,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1510,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0
1511,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1
1512,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0
1513,0,0,0,1,1,0,0,0,1,0,1,1,0,1,1,1
1514,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,1
1515,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,0
1516,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1
1517,0,0,0,1,1,0,0,1,1,1,1,1,0,1,1,1
1518,0,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0
1519,0,0,1,0,0,0,0,0,1,0,1,0,1,1,1,1
1520,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1
1521,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,1
1522,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,1
1523,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,0
1524,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1525,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,1
1526,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,0
1527,0,0,0,1,1,1,0,1,1,1,1,0,0,1,0,1
1528,0,0,1,1,1,0,0,0,1,0,0,0,1,1,1,0
1529,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,1
1530,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1
1531,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,1
1532,0,0,0,0,1,0,0,0,1,1,1,1,1,1,1,1
1533,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,0
1534,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1,1
1535,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0
1536,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,1
1537,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,0
1538,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1
1539,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
1540,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,0
1541,0,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1
1542,0,0,1,0,1,0,0,0,1,1,1,1,0,1,1,0
1543,0,0,1,1,0,0,0,0,1,1,1,1,1,0,1,1
1544,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1
1545,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1
1546,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0
1547,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1
1548,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,1
1549,0,0,0,1,1,0,0,1,1,1,0,1,1,1,0,1
1550,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,1
1551,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0
1552,0,0,1,0,1,0,0,1,1,1,0,1,0,0,1,1
1553,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0
1554,0,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1
1555,0,0,0,1,1,0,0,0,1,1,1,0,0,1,0,0
1556,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1
1557,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,1
1558,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1
1559,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0
1560,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,0
1561,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,1
1562,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0
1563,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,1
1564,0,0,0,1,0,0,0,0,1,1,1,1,0,1,0,1
1565,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,1
1566,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1
1567,0,0,1,0,1,0,0,0,1,1,1,1,1,0,1,1
1568,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,0
1569,0,0,0,0,1,0,0,0,1,1,1,0,0,1,1,0
1570,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,1
1571,0,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1
1572,0,0,0,0,1,0,0,1,1,0,1,1,0,0,1,1
1573,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
1574,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
1575,0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1
1576,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,1
1577,0,0,1,0,0,0,0,1,1,1,0,0,1,0,1,1
1578,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1
1579,0,0,0,1,1,1,0,0,1,1,0,0,1,1,1,0
1580,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1
1581,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1
1582,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
1583,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1
1584,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1
1585,0,0,1,0,1,0,0,1,1,0,0,1,0,1,0,1
1586,0,0,0,0,1,0,0,1,1,1,0,0,1,0,1,1
1587,0,0,0,0,0,1,0,1,1,1,0,0,1,0,1,0
1588,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,1
1589,0,0,0,1,1,0,0,1,0,1,0,0,1,1,0,1
1590,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0
1591,0,0,0,1,1,0,0,1,1,0,0,1,1,1,0,1
1592,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
1593,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1
1594,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0,1
1595,0,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1
1596,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1
1597,0,0,0,1,1,0,0,0,1,1,1,0,1,0,1,1
1598,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1
1599,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,1
1600,0,0,0,0,1,1,0,0,1,0,1,0,1,1,1,1
1601,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
1602,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,1
1603,0,0,0,1,1,1,0,0,1,1,0,0,1,0,0,1
1604,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,1
1605,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0
1606,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,1
1607,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1
1608,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,1
1609,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0
1610,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,1
1611,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1
1612,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1
1613,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1
1614,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0
1615,0,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0
1616,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1
1617,0,0,0,0,0,0,0,1,1,1,0,1,1,0,1,1
1618,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1
1619,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1
1620,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
1621,0,0,1,0,1,0,0,1,1,0,1,1,1,0,0,1
1622,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
1623,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,1
1624,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,1
1625,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1
1626,0,0,0,1,1,1,0,1,1,1,0,0,1,0,1,1
1627,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,0
1628,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,1
1629,0,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1
1630,0,0,1,0,1,0,0,0,1,1,0,1,1,0,0,0
1631,0,0,0,1,1,0,0,1,0,1,0,1,0,1,1,0
1632,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,1
1633,0,0,0,1,1,0,0,1,1,1,0,0,0,0,1,1
1634,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1
1635,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,1
1636,0,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1
1637,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
1638,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,1
1639,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
1640,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,0
1641,0,0,0,1,1,1,0,1,0,0,1,1,1,0,0,0
1642,0,0,1,1,0,0,0,0,1,1,1,0,0,0,1,1
1643,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,1
1644,0,0,0,1,0,0,0,1,1,1,1,0,1,0,1,1
1645,0,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1
1646,0,0,1,1,1,0,0,1,1,1,1,1,0,0,1,1
1647,0,0,0,1,1,0,0,0,1,1,1,0,1,1,1,0
1648,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0
1649,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1
1650,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1
1651,0,0,0,1,0,0,0,0,1,1,0,1,0,1,1,0
1652,0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,1
1653,0,0,0,1,1,0,0,1,1,1,1,0,1,0,1,1
1654,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1
1655,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,1
1656,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1
1657,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1
1658,0,0,0,1,0,0,0,1,1,0,1,0,1,1,1,1
1659,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1
1660,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1
1661,0,0,0,1,1,0,0,0,1,1,1,1,0,1,0,0
1662,0,0,0,1,0,0,0,0,1,1,1,1,0,1,1,1
1663,0,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0
1664,0,0,0,1,1,0,0,1,0,1,1,1,1,1,1,1
1665,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1
1666,0,0,1,1,1,0,0,1,1,1,0,0,1,1,1,1
1667,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,1
1668,0,0,0,1,1,0,0,0,1,1,1,1,0,0,1,1
1669,0,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1
1670,0,0,0,0,1,0,0,1,1,1,1,0,1,0,0,1
1671,0,0,0,0,1,0,0,0,1,1,0,1,0,1,1,0
1672,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,1
1673,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1
1674,0,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1
1675,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1
1676,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1
1677,0,0,1,0,0,0,0,1,1,1,0,1,1,1,0,1
1678,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,1
1679,0,0,0,0,1,0,0,1,1,1,1,0,0,1,0,1
1680,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0
1681,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0,1
1682,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1
1683,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0
1684,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,1
1685,0,0,0,0,1,0,0,0,1,1,1,0,1,1,0,1
1686,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1
1687,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0
1688,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1
1689,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1,0
1690,0,0,1,0,1,0,0,0,1,1,1,0,0,0,1,0
1691,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0
1692,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0
1693,0,0,1,0,1,0,0,0,1,1,1,0,1,1,0,0
1694,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,0
1695,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0
1696,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1
1697,0,0,1,1,1,0,0,1,1,0,1,0,1,1,1,0
1698,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
1699,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1
1700,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0
1701,0,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0
1702,0,0,0,0,1,1,0,0,1,1,0,0,0,1,1,1
1703,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1
1704,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1
1705,0,0,0,1,1,0,0,0,1,1,1,1,1,1,0,1
1706,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0
1707,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0
1708,0,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0
1709,0,0,0,1,0,0,0,0,1,1,0,1,1,0,0,1
1710,0,0,1,0,1,0,0,1,1,1,1,0,1,0,1,1
1711,0,0,0,0,1,0,0,0,0,1,1,1,0,0,1,1
1712,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,1
1713,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,1
1714,0,0,0,0,1,0,0,1,1,1,1,1,0,1,1,0
1715,0,0,0,0,1,0,0,1,1,1,1,1,1,0,1,1
1716,0,0,0,1,1,0,0,1,0,1,1,1,0,1,1,1
1717,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0
1718,0,0,1,1,1,0,0,1,0,1,1,1,1,1,1,1
1719,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
1720,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,1
1721,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,1
1722,0,0,0,1,1,0,0,0,1,1,0,1,1,0,1,1
1723,0,0,1,0,1,0,0,1,1,1,0,1,0,1,0,0
1724,0,0,0,1,1,0,0,0,1,1,0,0,0,0,1,1
1725,0,0,1,1,1,0,0,1,1,1,0,0,1,0,1,1
1726,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1
1727,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1
1728,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1
1729,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,1
1730,0,0,0,1,1,0,0,0,1,1,0,1,0,0,1,1
1731,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1
1732,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1
1733,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
1734,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1
1735,0,0,0,1,1,0,0,0,1,1,0,1,1,0,0,1
1736,0,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1
